bbl,project_name,buildings,res_units,owner_name,year_built,standard_address,agency_name,program_name,start_date,end_date,Neighborhood,assessed_value,Neighborhood population,Neighborhood income,Neighborhood racial diversity,Serious Hazard Violation 2017,Tax delinquency 2016
1019050026,,1,19,QUASAR REALTY PARTNE,1930,103 West 120 Street,NYC Department of Finance,J-51 Tax Incentive,2007,2021,Central Harlem,"$830,250","143,487","$46,537",37.44%,,
1019050062,,1,5,WHGA UNITY APARTMENTS,1910,168 West 121 Street,NYC Department of Finance,420-c Tax Incentive Program,,,Central Harlem,"$164,405","143,487","$46,537",37.44%,,
1019070001,,1,23,ACP HOUSING ASSOCIATE,1910,2041 Adam C Powell Blvd,NYC Department of Finance,J-51 Tax Incentive,1995,2029,Central Harlem,"$488,250","143,487","$46,537",37.44%,1,
1019070104,,1,5,ACP HOUSING ASSOCIATE,1910,165 West 122 Street,NYC Department of Finance,J-51 Tax Incentive,1995,2029,Central Harlem,"$158,069","143,487","$46,537",37.44%,1,
1019080007,,1,18,NEW YORK EQUITY FUND,1910,151 West 123 Street,NYC Department of Finance,420-c Tax Incentive Program,,,Central Harlem,"$189,900","143,487","$46,537",37.44%,,
1019080012,,1,12,"145 WEST 123RD ST., L",2012,145 West 123 Street,NYC Department of Finance,421-a Tax Incentive Program,2015,2030,Central Harlem,"$1,040,000","143,487","$46,537",37.44%,,
1019080114,,1,10,139 W 123 LLC,1910,139 West 123 Street,NYC Department of Finance,J-51 Tax Incentive,2016,2030,Central Harlem,"$226,849","143,487","$46,537",37.44%,,
1019087502,,1,21,,2006,138 West 124 Street,NYC Department of Finance,J-51 Tax Incentive,2010,2024,Central Harlem,"$1,638,003","143,487","$46,537",37.44%,,
1019087504,,1,26,,2008,117 West 123 Street,NYC Department of Finance,421-a Tax Incentive Program,2011,2026,Central Harlem,"$1,980,902","143,487","$46,537",37.44%,,
1019087505,,1,8,,2008,129 West 123 Street,NYC Department of Finance,421-a Tax Incentive Program,2012,2027,Central Harlem,"$975,185","143,487","$46,537",37.44%,,
1019110061,,,60,HARLEM DOWLING HOUSIN,,2139 Adam C Powell Blvd,NYC Department of Finance,420-c Tax Incentive Program,,,Central Harlem,"$801,437","143,487","$46,537",37.44%,1,
1019120008,,1,24,GENESIS Y15 OWNERS LL,1910,147 West 127 Street,NYC Department of Finance,420-c Tax Incentive Program,,,Central Harlem,"$265,950","143,487","$46,537",37.44%,1,
1019120010,,1,18,WEST 128TH STREET L.P,1910,141 West 127 Street,NYC Department of Finance,J-51 Tax Incentive,2003,2037,Central Harlem,"$297,000","143,487","$46,537",37.44%,,
1019120026,,1,25,WEST 128TH STREET L.P,1910,103 West 127 Street,NYC Department of Finance,J-51 Tax Incentive,2004,2038,Central Harlem,"$302,850","143,487","$46,537",37.44%,,
1019120037,,3,27,NBX ACQUISITION LLC,1910,102 West 128 Street,NYC Department of Finance,J-51 Tax Incentive,1990,2024,Central Harlem,"$810,000","143,487","$46,537",37.44%,,
1019120043,,1,80,,2010,128 West 128 Street,NYC Department of Finance,420-c Tax Incentive Program,,,Central Harlem,"$5,122,800","143,487","$46,537",37.44%,,
1019130011,,1,11,ST. NICHOLAS W. 126TH,1910,137 West 128 Street,NYC Department of Finance,J-51 Tax Incentive,2009,2043,Central Harlem,"$198,450","143,487","$46,537",37.44%,,1
1019130028,,2,12,MONROE H&C LLC,1910,103 West 128 Street,NYC Department of Finance,J-51 Tax Incentive,1994,2028,Central Harlem,"$330,750","143,487","$46,537",37.44%,,
1019130030,,3,27,MONROE UNITED LLC,1910,363 Lenox Avenue,NYC Department of Finance,J-51 Tax Incentive,1994,2028,Central Harlem,"$420,750","143,487","$46,537",37.44%,,
1019130035,,1,6,WEST 128TH STREET L.P,1910,102 West 129 Street,NYC Department of Finance,J-51 Tax Incentive,2003,2037,Central Harlem,"$248,372","143,487","$46,537",37.44%,,
1019130038,,1,13,ROYAL HARLEM LLC,2005,110 West 129 Street,NYC Department of Finance,421-a Tax Incentive Program,2011,2036,Central Harlem,"$919,800","143,487","$46,537",37.44%,,
1019130039,,1,10,MONROE UNITED LLC,1910,112 West 129 Street,NYC Department of Finance,J-51 Tax Incentive,1995,2029,Central Harlem,"$287,402","143,487","$46,537",37.44%,,
1019130048,,1,11,WHGA GARVEY HOUSING D,1910,134 West 129 Street,NYC Department of Finance,420-c Tax Incentive Program,,,Central Harlem,"$235,350","143,487","$46,537",37.44%,1,
1019130050,,1,11,WHGA GARVEY HOUSING D,1910,138 West 129 Street,NYC Department of Finance,420-c Tax Incentive Program,,,Central Harlem,"$262,800","143,487","$46,537",37.44%,,
1019130051,,1,10,WHGA GARVEY HOUSING D,1910,140 West 129 Street,NYC Department of Finance,420-c Tax Incentive Program,,,Central Harlem,"$184,967","143,487","$46,537",37.44%,1,
1019130056,,1,24,WHGA GARVEY HOUSING D,1910,152 West 129 Street,NYC Department of Finance,420-c Tax Incentive Program,,,Central Harlem,"$543,150","143,487","$46,537",37.44%,1,
1019130058,,1,10,WHGA GARVEY HOUSING D,1923,158 West 129 Street,NYC Department of Finance,420-c Tax Incentive Program,,,Central Harlem,"$594,689","143,487","$46,537",37.44%,1,
1019140023,,1,11,WHGA GARVEY HOUSING D,1910,119 West 129 Street,NYC Department of Finance,420-c Tax Incentive Program,,,Central Harlem,"$247,050","143,487","$46,537",37.44%,1,
1019140024,,1,23,WHGA GARVEY HOUSING D,1910,115 West 129 Street,NYC Department of Finance,420-c Tax Incentive Program,,,Central Harlem,"$549,450","143,487","$46,537",37.44%,1,
1019140062,,1,15,TRUMAN 2195 LLC,1910,2195 Adam C Powell Blvd,NYC Department of Finance,J-51 Tax Incentive,1995,2029,Central Harlem,"$478,355","143,487","$46,537",37.44%,,
1019140122,,1,11,WHGA GARVEY HOUSING D,1910,121 West 129 Street,NYC Department of Finance,420-c Tax Incentive Program,,,Central Harlem,"$195,750","143,487","$46,537",37.44%,1,
1019147502,,1,19,,2007,381 Lenox Avenue,NYC Department of Finance,421-a Tax Incentive Program,2009,2034,Central Harlem,"$3,463,652","143,487","$46,537",37.44%,,
1019147503,,1,48,SALEM HOUSE CONDOMINU,2008,2185 Adam C Powell Blvd,NYC Department of Finance,420-c Tax Incentive Program,,,Central Harlem,"$3,825,450","143,487","$46,537",37.44%,,
1019150001,,1,35,HARLEM CONTRACTING CO,2007,2201 Adam C Powell Blvd,NYC Department of Finance,421-a Tax Incentive Program,2010,2035,Central Harlem,"$2,299,064","143,487","$46,537",37.44%,,
1019150059,,1,10,WEST 132ND STREET CLU,1920,156 West 131 Street,NYC Department of Finance,J-51 Tax Incentive,2010,2044,Central Harlem,"$137,681","143,487","$46,537",37.44%,,
1019150061,,1,18,WEST 132ND STREET CLU,1910,2211 Adam C Powell Blvd,NYC Department of Finance,J-51 Tax Incentive,2013,2027,Central Harlem,"$1,313,100","143,487","$46,537",37.44%,,
1019160030,,1,9,"ABJ SIERRA, LLC",1910,423 Lenox Avenue,NYC Department of Finance,J-51 Tax Incentive,2003,2037,Central Harlem,"$370,040","143,487","$46,537",37.44%,,
1019160036,,2,22,"ABJ SIERRA, LLC",1910,439 Lenox Avenue,NYC Department of Finance,J-51 Tax Incentive,2003,2037,Central Harlem,"$215,550","143,487","$46,537",37.44%,1,
1019167501,,1,8,,2008,123 West 131 Street,NYC Department of Finance,421-a Tax Incentive Program,2011,2036,Central Harlem,"$463,665","143,487","$46,537",37.44%,,
1019170004,,1,9,2247-2253 ACP OWNER L,1910,2251 Adam C Powell Blvd,NYC Department of Finance,J-51 Tax Incentive,1992,2026,Central Harlem,"$450,450","143,487","$46,537",37.44%,,
1019170010,,2,20,WEST 132ND STREET CLU,1910,153 West 132 Street,NYC Department of Finance,J-51 Tax Incentive,2010,2044,Central Harlem,"$421,650","143,487","$46,537",37.44%,,
1019170011,,1,10,"414 EQUITIES, LLC C/O",1953,151 West 132 Street,NYC Department of Finance,J-51 Tax Incentive,2005,2039,Central Harlem,"$294,574","143,487","$46,537",37.44%,,
1019170049,,1,8,"ABJ SIERRA, LLC",1910,140 West 133 Street,NYC Department of Finance,J-51 Tax Incentive,2004,2038,Central Harlem,"$194,730","143,487","$46,537",37.44%,1,
1019170061,,1,10,ABJ CLAYTON LLC,1910,2259 Adam C Powell Blvd,NYC Department of Finance,J-51 Tax Incentive,1998,2032,Central Harlem,"$240,300","143,487","$46,537",37.44%,,
1019177501,,1,10,,2005,2257 Adam C Powell Blvd,NYC Department of Finance,421-a Tax Incentive Program,2009,2034,Central Harlem,"$1,194,750","143,487","$46,537",37.44%,,
1019180001,,1,8,"BUF PLAZA, LLC",1910,173 West 133 Street,NYC Department of Finance,J-51 Tax Incentive,1990,2024,Central Harlem,"$282,610","143,487","$46,537",37.44%,,
1019180004,,1,8,"BUF PLAZA, LLC",1926,2267 Adam C Powell Blvd,NYC Department of Finance,J-51 Tax Incentive,1991,2025,Central Harlem,"$268,240","143,487","$46,537",37.44%,,
1019180005,,1,10,KING DAVIS ASSOCIATES,1926,171 West 133 Street,NYC Department of Finance,420-c Tax Incentive Program,,,Central Harlem,"$221,400","143,487","$46,537",37.44%,,
1019180008,,2,19,KING DAVIS ASSOCIATES,1926,163 West 133 Street,NYC Department of Finance,420-c Tax Incentive Program,,,Central Harlem,"$271,350","143,487","$46,537",37.44%,,
1019180018,,1,15,KING DAVIS ASSOCIATES,1910,129 West 133 Street,NYC Department of Finance,420-c Tax Incentive Program,,,Central Harlem,"$199,350","143,487","$46,537",37.44%,1,
1019180022,,1,10,WHGA UNITY APARTMENTS,1910,121 West 133 Street,NYC Department of Finance,420-c Tax Incentive Program,,,Central Harlem,"$589,125","143,487","$46,537",37.44%,1,
1019180023,,1,10,133 EQUITIES LLC,1910,119 West 133 Street,NYC Department of Finance,J-51 Tax Incentive,2016,2030,Central Harlem,"$51,409","143,487","$46,537",37.44%,,
1019180040,,2,19,"WRENBROOK REALTY, L.P",1926,106 West 134 Street,NYC Department of Finance,J-51 Tax Incentive,2005,2039,Central Harlem,"$895,500","143,487","$46,537",37.44%,1,
1019180043,,1,10,"WRENBROOK REALTY, L.P",1926,112 West 134 Street,NYC Department of Finance,J-51 Tax Incentive,2007,2041,Central Harlem,"$453,934","143,487","$46,537",37.44%,1,
1019180044,,1,10,"WRENBROOK REALTY, L.P",1926,114 West 134 Street,NYC Department of Finance,J-51 Tax Incentive,2007,2041,Central Harlem,"$423,121","143,487","$46,537",37.44%,1,
1019180061,,2,17,"BUF PLAZA, LLC",1926,2273 Adam C Powell Blvd,NYC Department of Finance,J-51 Tax Incentive,1990,2024,Central Harlem,"$580,500","143,487","$46,537",37.44%,,
1019180063,,1,8,"BUF PLAZA, LLC",1926,2269 Adam C Powell Blvd,NYC Department of Finance,J-51 Tax Incentive,1991,2025,Central Harlem,"$268,240","143,487","$46,537",37.44%,1,
1019187501,,1,12,,1910,161 West 133 Street,NYC Department of Finance,J-51 Tax Incentive,2012,2026,Central Harlem,"$760,502","143,487","$46,537",37.44%,,
1019190002,,1,8,LAURA B. THOMAS HOUSE,1930,2283 Adam C Powell Blvd,NYC Department of Finance,420-c Tax Incentive Program,,,Central Harlem,"$421,137","143,487","$46,537",37.44%,1,
1019190003,,1,16,ABJ CLAYTON LLC,1910,2285 Adam C Powell Blvd,NYC Department of Finance,J-51 Tax Incentive,1998,2032,Central Harlem,"$225,000","143,487","$46,537",37.44%,,
1019200059,,1,18,LAURA B. THOMAS HOUSE,1920,170 West 136 Street,NYC Department of Finance,420-c Tax Incentive Program,,,Central Harlem,"$385,200","143,487","$46,537",37.44%,1,
1019200060,,1,16,LAURA B. THOMAS HOUSE,1920,174 West 136 Street,NYC Department of Finance,420-c Tax Incentive Program,,,Central Harlem,"$212,850","143,487","$46,537",37.44%,1,
1019210007,,1,14,BUFNY II ASSOCIATESL.,1910,163 West 136 Street,NYC Department of Finance,420-c Tax Incentive Program,,,Central Harlem,"$383,400","143,487","$46,537",37.44%,1,1
1019210034,,1,10,BUFNY II ASSOCIATESL.,1910,531 Lenox Avenue,NYC Department of Finance,420-c Tax Incentive Program,,,Central Harlem,"$1,014,750","143,487","$46,537",37.44%,1,1
1019210037,,1,6,BUFNY II ASSOCIATESL.,1910,102 West 137 Street,NYC Department of Finance,420-c Tax Incentive Program,,,Central Harlem,"$320,019","143,487","$46,537",37.44%,,
1019210038,,1,20,BUFNY II ASSOCIATESL.,1910,106 West 137 Street,NYC Department of Finance,420-c Tax Incentive Program,,,Central Harlem,"$529,200","143,487","$46,537",37.44%,,1
1019210040,,1,10,BUFNY II ASSOCIATESL.,1910,110 West 137 Street,NYC Department of Finance,420-c Tax Incentive Program,,,Central Harlem,"$168,268","143,487","$46,537",37.44%,,
1019210046,,1,21,BUFNY II ASSOCIATESL.,1910,124 West 137 Street,NYC Department of Finance,420-c Tax Incentive Program,,,Central Harlem,"$791,100","143,487","$46,537",37.44%,1,
1019210057,,1,16,BUFNY II ASSOCIATESL.,1910,176 West 137 Street,NYC Department of Finance,420-c Tax Incentive Program,,,Central Harlem,"$589,500","143,487","$46,537",37.44%,,
1019220006,,4,16,247-253 WEST 116 LLC,1910,251 West 116 Street,NYC Department of Finance,J-51 Tax Incentive,1993,2027,Central Harlem,"$550,800","143,487","$46,537",37.44%,,
1019220011,,1,16,239-241 WEST 115 LLC,1910,239 West 116 Street,NYC Department of Finance,J-51 Tax Incentive,1993,2027,Central Harlem,"$483,750","143,487","$46,537",37.44%,1,
1019220024,,1,28,121 ST. NICHOLAS AVEN,1910,121 St Nicholas Avenue,NYC Department of Finance,J-51 Tax Incentive,2003,2037,Central Harlem,"$1,317,150","143,487","$46,537",37.44%,1,
1019220058,,1,8,BRADHURST CORNERSTONE,2014,274 West 117 Street,NYC Department of Finance,420-c Tax Incentive Program,,,Central Harlem,"$521,100","143,487","$46,537",37.44%,,1
1019227501,,1,16,,1910,227 West 116 Street,NYC Department of Finance,J-51 Tax Incentive,2009,2023,Central Harlem,"$1,228,958","143,487","$46,537",37.44%,,
1019230001,,1,138,"FRED-DOUG 117, L.CL.",2003,2170 8 Avenue,NYC Department of Finance,421-a Tax Incentive Program,2005,2030,Central Harlem,"$8,299,800","143,487","$46,537",37.44%,,
1019230019,,1,15,"414 EQUITIES, LLC C/O",1910,141 St Nicholas Avenue,NYC Department of Finance,J-51 Tax Incentive,2005,2039,Central Harlem,"$326,250","143,487","$46,537",37.44%,,
1019230060,,1,10,QUASAR REALTY PARTNE,1920,278 West 118 Street,NYC Department of Finance,J-51 Tax Incentive,2007,2041,Central Harlem,"$454,753","143,487","$46,537",37.44%,1,
1019237501,,1,47,,1892,257 West 117 Street,NYC Department of Finance,J-51 Tax Incentive,2012,2026,Central Harlem,"$5,733,908","143,487","$46,537",37.44%,,
1019240001,,1,8,HOUSING 2000 HOUSING,1910,2190 Fredrick Douglass Bl,NYC Department of Finance,420-c Tax Incentive Program,,,Central Harlem,"$258,661","143,487","$46,537",37.44%,,
1019240005,,1,10,HOUSING 2000 HOUSING,1910,279 West 118 Street,NYC Department of Finance,420-c Tax Incentive Program,,,Central Harlem,"$244,290","143,487","$46,537",37.44%,1,
1019240006,,1,10,HOUSING 2000 HOUSING,1910,277 West 118 Street,NYC Department of Finance,420-c Tax Incentive Program,,,Central Harlem,"$244,290","143,487","$46,537",37.44%,,
1019240007,,1,11,HOUSING 2000 HOUSING,1910,275 West 118 Street,NYC Department of Finance,420-c Tax Incentive Program,,,Central Harlem,"$196,200","143,487","$46,537",37.44%,1,1
1019240008,,1,11,HOUSING 2000 HOUSING,1910,273 West 118 Street,NYC Department of Finance,420-c Tax Incentive Program,,,Central Harlem,"$196,200","143,487","$46,537",37.44%,1,
1019240021,,10,158,GARDEN COURT HOUSINGD,1900,208 West 119 Street,NYC Department of Finance,J-51 Tax Incentive,2003,2037,Central Harlem,"$7,049,700","143,487","$46,537",37.44%,,
1019240027,,2,25,MANHATTAN POWELL LP,1910,203 West 118 Street,NYC Department of Finance,J-51 Tax Incentive,1994,2028,Central Harlem,"$533,700","143,487","$46,537",37.44%,,
1019240029,,1,9,CENTRAL HARLEM BRADHU,1910,1960 Adam C Powell Blvd,NYC Department of Finance,420-c Tax Incentive Program,,,Central Harlem,"$78,098","143,487","$46,537",37.44%,,
1019240033,,1,9,MANHATTAN POWELL LP,1910,1968 Adam C Powell Blvd,NYC Department of Finance,J-51 Tax Incentive,1994,2028,Central Harlem,"$253,870","143,487","$46,537",37.44%,,
1019240035,,1,9,MANHATTAN POWELL LP,1900,1972 Adam C Powell Blvd,NYC Department of Finance,J-51 Tax Incentive,1994,2028,Central Harlem,"$253,870","143,487","$46,537",37.44%,,
1019240052,,1,26,"173 EQUITIES,LLC",1910,270 West 119 Street,NYC Department of Finance,J-51 Tax Incentive,2002,2036,Central Harlem,"$799,650","143,487","$46,537",37.44%,,
1019240062,,2,9,"173 EQUITIES,LLC",1910,2200 Fredrick Douglass Bl,NYC Department of Finance,J-51 Tax Incentive,2002,2036,Central Harlem,"$779,971","143,487","$46,537",37.44%,,
1019240064,,1,8,QUASAR REALTY PARTNE,1910,2198 Fredrick Douglass Bl,NYC Department of Finance,J-51 Tax Incentive,2006,2040,Central Harlem,"$281,516","143,487","$46,537",37.44%,1,
1019240160,,1,9,NEW YORK EQUITY FUND,1910,280 West 119 Street,NYC Department of Finance,420-c Tax Incentive Program,,,Central Harlem,"$136,134","143,487","$46,537",37.44%,1,
1019247501,,1,64,ROSA PARKS CONDOMINIU,2003,163 St Nicholas Avenue,NYC Department of Finance,421-a Tax Incentive Program,2005,2030,Central Harlem,"$3,778,651","143,487","$46,537",37.44%,1,
1019247502,,1,22,2216 CONDOMINIUM,2003,276 West 119 Street,NYC Department of Finance,421-a Tax Incentive Program,2005,2030,Central Harlem,"$989,100","143,487","$46,537",37.44%,,
1019250001,,2,14,"TRIANGLE EQUITIES,",1910,2210 Fredrick Douglass Bl,NYC Department of Finance,J-51 Tax Incentive,2001,2035,Central Harlem,"$1,329,300","143,487","$46,537",37.44%,,
1019250002,,2,18,"TRIANGLE EQUITIES,",1911,2212 Fredrick Douglass Bl,NYC Department of Finance,J-51 Tax Incentive,2001,2035,Central Harlem,"$1,328,400","143,487","$46,537",37.44%,,
1019250025,,1,36,GENESIS FSLM PARTNERS,2009,205 West 119 Street,NYC Department of Finance,421-a Tax Incentive Program,2012,2037,Central Harlem,"$3,321,900","143,487","$46,537",37.44%,,
1019250029,,1,40,HARLEM RESTORATION HO,1921,1980 Adam C Powell Blvd,NYC Department of Finance,J-51 Tax Incentive,1995,2029,Central Harlem,"$1,895,400","143,487","$46,537",37.44%,1,
1019250061,,2,17,"TRIANGLE EQUITIES,",1910,2222 Fredrick Douglass Bl,NYC Department of Finance,J-51 Tax Incentive,2001,2035,Central Harlem,"$1,357,650","143,487","$46,537",37.44%,,
1019260008,,1,11,LENOX AND PENNAMON HO,1910,202 St Nicholas Avenue,NYC Department of Finance,420-c Tax Incentive Program,,,Central Harlem,"$213,750","143,487","$46,537",37.44%,1,1
1019260009,,1,5,"173 EQUITIES,LLC",1910,245 West 120 Street,NYC Department of Finance,J-51 Tax Incentive,2002,2036,Central Harlem,"$258,250","143,487","$46,537",37.44%,,
1019260033,,1,14,GLORIA HOMES APTS. L.,1910,2014 Adam C Powell Blvd,NYC Department of Finance,J-51 Tax Incentive,2008,2042,Central Harlem,"$1,714,050","143,487","$46,537",37.44%,,
1019260061,,1,20,LENOX AND PENNAMON HO,1910,208 St Nicholas Avenue,NYC Department of Finance,420-c Tax Incentive Program,,,Central Harlem,"$498,600","143,487","$46,537",37.44%,1,1
1019270001,,1,11,GG 220 SN LLC,2008,273 West 121 Street,NYC Department of Finance,421-a Tax Incentive Program,2012,2027,Central Harlem,"$2,543,400","143,487","$46,537",37.44%,,
1019270002,,1,18,122 STREET PORTFOLIO,1910,222 St Nicholas Avenue,NYC Department of Finance,J-51 Tax Incentive,1993,2027,Central Harlem,"$239,850","143,487","$46,537",37.44%,,
1019270015,,2,21,133 EQUITIES LLC,1910,231 West 121 Street,NYC Department of Finance,J-51 Tax Incentive,2016,2030,Central Harlem,"$1,344,600","143,487","$46,537",37.44%,,
1019270020,,1,10,NEW YORK EQUITY FUND,1910,221 West 121 Street,NYC Department of Finance,420-c Tax Incentive Program,,,Central Harlem,"$91,019","143,487","$46,537",37.44%,,
1019270021,,1,10,HARLEM COMMUNITY PRES,1910,219 West 121 Street,NYC Department of Finance,J-51 Tax Incentive,2003,2037,Central Harlem,"$400,874","143,487","$46,537",37.44%,,
1019270044,,1,15,NEP WEST 119TH STREET,1910,222 West 122 Street,NYC Department of Finance,J-51 Tax Incentive,2000,2034,Central Harlem,"$234,900","143,487","$46,537",37.44%,1,
1019270045,,1,15,NEP WEST 119TH STREET,1910,224 West 122 Street,NYC Department of Finance,J-51 Tax Incentive,2000,2034,Central Harlem,"$341,550","143,487","$46,537",37.44%,,
